id,Car,Color,Model,Origin
WAUSFAFL7AA605852,Pontiac,Khaki,Firefly,CO
19XFB2F5XFE076182,Lotus,Crimson,Esprit,BO
WBASP0C53DC443580,Ford,Orange,Aspire,FR
WBA3F9C55EF055178,Ford,Orange,Windstar,TN
5UXFE435X9L924515,Toyota,Goldenrod,T100,MT
WP0AD2A73EL617026,Ford,Puce,Taurus,SA
2V4RW3DG7BR987015,Ferrari,Aquamarine,612 Scaglietti,WS
WAUPL68E74A985371,Pontiac,Crimson,Aztek,PT
2G4WD562651714131,Jaguar,Goldenrod,XJ Series,FR
KM8JT3ABXBU515611,Kia,Red,Sportage,JP
1GYS3HEF3CR834074,Honda,Goldenrod,Civic,BG
2C3CDXJGXEH546415,Lexus,Green,LX,ID
WVWAW7AH7BV310054,Dodge,Maroon,Charger,BD
JTDKN3DU4F0837139,Chevrolet,Maroon,Blazer,JP
WAUKFAFL8CN033167,Honda,Khaki,Fit,VN
JH4DB756X1S546438,Audi,Violet,200,AF
5TDDK3DC9ES939508,GMC,Blue,Savana 2500,RU
5TFBY5F10CX109570,Chrysler,Orange,Town & Country,BD
SCFFDABE7BG757082,Ford,Indigo,Festiva,RU
5UXFA53592L628165,Chevrolet,Red,Equinox,ID
3D73Y4HL5AG362355,Mitsubishi,Turquoise,Expo,ID
WAUVF78K09A297794,Mazda,Maroon,Miata MX-5,PE
1C3BCBFG5EN493205,Subaru,Fuscia,Forester,PH
KMHD35LH8FU136655,Mercedes-Benz,Fuscia,SL-Class,PH
WAUKH78E38A371523,Mercury,Orange,Villager,TN
5UXZV4C56BL702914,Audi,Green,TT,CN
WAUVC68E84A831405,Mitsubishi,Green,Montero,KZ
KNAFU6A29C5228911,Volkswagen,Teal,Passat,BR
WBASN4C58CC141763,Lincoln,Red,LS,CZ
WVGAV7AX7FW597255,Mazda,Green,929,ID
KNADH4A39A6041331,Geo,Teal,Tracker,LB
1NXBU4EE2AZ282785,Toyota,Indigo,Previa,SO
2FMGK5BC2AB636036,Buick,Mauv,LeSabre,PL
WP0AD2A70EL949778,Aston Martin,Green,Rapide,ZA
1G6DC5EG7A0129529,Ford,Turquoise,Ranger,PK
4USBT33474L119808,Ford,Purple,F350,BW
1D7RV1CT0BS738950,Jeep,Fuscia,Grand Cherokee,MT
WAUBVAFB6AN384800,Ford,Turquoise,F250,CN
JTMHY7AJ4B5006031,Audi,Red,S6,ID
1G6DK1E39C0245293,Pontiac,Mauv,6000,ID
1GKS1HE07ER859932,Buick,Puce,Regal,BR
YV4902BZ9B1997749,Mercedes-Benz,Khaki,SL-Class,HR
WAUDGAFL1BA988422,Alfa Romeo,Goldenrod,164,PH
1GYFC66828R613949,GMC,Puce,Yukon XL 1500,SY
5TDDK3DC5ES798033,Land Rover,Yellow,Range Rover,CN
19UYA42602A000006,Mercury,Khaki,Mountaineer,CI
WAUUL58E65A366713,Nissan,Violet,GT-R,UZ
WBAKE3C51CE361454,Subaru,Khaki,XT,RU
5TFAW5F12EX547222,Chevrolet,Turquoise,Corvette,RU
WBSBL93494J983238,Acura,Indigo,TL,EE
WBA6A0C52ED533169,Mercury,Blue,Topaz,PL
YV1902FH9B2777939,Lexus,Maroon,IS-F,CN
1GYUCGEF9AR661483,Toyota,Teal,Highlander,CN
19XFB4F31EE813374,Porsche,Teal,944,GR
WBS3U9C5XFJ000760,GMC,Violet,Sierra Denali,PH
WUATNAFG4BN336977,Ford,Red,E150,ID
1GD21XEG6FZ798895,Dodge,Aquamarine,Durango,CN
YV1672MK1B2597058,Suzuki,Goldenrod,XL-7,LV
1FTWX3B53AE610489,GMC,Indigo,Yukon,CN
WBA3B5C57DP994894,Porsche,Maroon,Cayman,ID
1N6AA0CC7EN207631,Chevrolet,Crimson,Malibu,ID
1G6KY54942U441104,Suzuki,Teal,Esteem,SL
1C4NJCBA4ED906016,Jeep,Yellow,Wrangler,PL
W04GP5EC5B1260542,GMC,Blue,Savana 1500,CN
4T3BA3BB2FU096935,Buick,Orange,Reatta,BD
1G6DK8EG9A0853730,Hyundai,Red,Accent,CN
5GADV33177D699351,Lincoln,Green,Town Car,CN
WAUEF98E08A273970,Honda,Violet,Accord,ID
W04GS5EC7B1296585,Mercedes-Benz,Blue,C-Class,FR
WBSBL93455P170879,Saab,Fuscia,9-3,US
3C3CFFCR6ET021006,Volkswagen,Goldenrod,GTI,ID
YV4902DZ7D2063857,Mercury,Indigo,Montego,ID
1FM5K7B87EG644176,Mitsubishi,Crimson,Outlander,SE
JH4CL95844C856539,Ford,Indigo,Econoline E250,FR
3D7TT2CT0BG924707,Buick,Goldenrod,Electra,RU
1G6AB5RX0D0848366,Ford,Violet,Explorer Sport Trac,HR
2HNYD28248H976938,Mercedes-Benz,Violet,E-Class,UZ
WBADR63483G717859,Pontiac,Pink,Grand Am,LK
1D7RW2GK4AS292224,Land Rover,Orange,Freelander,ID
KMHTC6AD0CU775867,Mercedes-Benz,Goldenrod,SL-Class,IE
JH4CU26609C337867,Volkswagen,Teal,Cabriolet,RU
WAUHF78P56A271308,Chevrolet,Khaki,Impala,AF
1GKMCCE39AR135962,GMC,Khaki,Savana 1500,CA
1FTSW3A5XAE805976,Mercedes-Benz,Purple,S-Class,MA
WUAPV64B53N593573,Lotus,Blue,Esprit,PH
3D7TP2CTXAG447013,Saab,Purple,9-7X,CN
1C6RD6PT2CS411818,Mercedes-Benz,Maroon,CLK-Class,ID
1G6DJ5E38D0284369,Ferrari,Goldenrod,430 Scuderia,CN
1YVHZ8BH0C5411300,BMW,Orange,M6,FI
JN8AZ2KR8AT110686,Acura,Orange,Integra,MN
2G4WS52J531722673,Maybach,Mauv,57,CN
WBAKN9C58FD211466,Dodge,Aquamarine,Stratus,CN
3GYFNAE38ES218315,Mazda,Goldenrod,Millenia,SE
JN8AF5MRXET221494,Toyota,Indigo,Avalon,BR
WBAFU7C53BC052302,Kia,Blue,Soul,CN
WBAYF8C52ED587659,Jaguar,Teal,XJ Series,PH
YV126MFC1F1312406,Jeep,Mauv,Cherokee,NG
JTDKTUD3XED117855,Porsche,Goldenrod,928,ID
KNALU4D47F6817491,Honda,Maroon,Accord,RU
1GD312CG5EF367555,Lincoln,Turquoise,Mark VII,AR
WBSDE93491B887926,Mercedes-Benz,Orange,W201,NO
3N1AB6AP9BL416862,BMW,Crimson,8 Series,AR
JTHDU1EF5C5279864,Pontiac,Khaki,6000,MX
WBA3C1C58CF778594,Buick,Goldenrod,LeSabre,PT
WAUEFAFL1AN200026,GMC,Green,Sierra,UZ
2C3CA5CV4AH667900,Infiniti,Turquoise,J,FR
WAULFAFR3CA114125,Mercedes-Benz,Green,E-Class,FR
1FTSW3B53AE977149,Nissan,Mauv,300ZX,FR
SCFAB42341K406884,Hyundai,Indigo,Entourage,CZ
WAUK2AFDXFN159202,Hyundai,Red,Tucson,FI
